"CRN","ARRIVAL_TM","AUTOMOBILE_COUNT","BELTED_DEATH_COUNT","BELTED_SUSP_SERIOUS_INJ_COUNT","BICYCLE_COUNT","BICYCLE_DEATH_COUNT","BICYCLE_SUSP_SERIOUS_INJ_COUNT","BUS_COUNT","CHLDPAS_DEATH_COUNT","CHLDPAS_SUSP_SERIOUS_INJ_COUNT","COLLISION_TYPE","COMM_VEH_COUNT","CONS_ZONE_SPD_LIM","COUNTY","CRASH_MONTH","CRASH_YEAR","DAY_OF_WEEK","DEC_LATITUDE","DEC_LONGITUDE","DISPATCH_TM","DISTRICT","DRIVER_COUNT_16YR","DRIVER_COUNT_17YR","DRIVER_COUNT_18YR","DRIVER_COUNT_19YR","DRIVER_COUNT_20YR","DRIVER_COUNT_50_64YR","DRIVER_COUNT_65_74YR","DRIVER_COUNT_75PLUS","EST_HRS_CLOSED","FATAL_COUNT","HEAVY_TRUCK_COUNT","HORSE_BUGGY_COUNT","HOUR_OF_DAY","ILLUMINATION","INJURY_COUNT","INTERSECTION_RELATED","INTERSECT_TYPE","LANE_CLOSED","LATITUDE","LN_CLOSE_DIR","LOCATION_TYPE","LONGITUDE","MAX_SEVERITY_LEVEL","MCYCLE_DEATH_COUNT","MCYCLE_SUSP_SERIOUS_INJ_COUNT","MOTORCYCLE_COUNT","MUNICIPALITY","NONMOTR_COUNT","NONMOTR_DEATH_COUNT","NONMOTR_SUSP_SERIOUS_INJ_COUNT","NTFY_HIWY_MAINT","PED_COUNT","PED_DEATH_COUNT","PED_SUSP_SERIOUS_INJ_COUNT","PERSON_COUNT","POLICE_AGCY","POSSIBLE_INJ_COUNT","RDWY_SURF_TYPE_CD","RELATION_TO_ROAD","ROADWAY_CLEARED","ROAD_CONDITION","SCH_BUS_IND","SCH_ZONE_IND","SECONDARY_CRASH","SMALL_TRUCK_COUNT","SPEC_JURIS_CD","SUSP_MINOR_INJ_COUNT","SUSP_SERIOUS_INJ_COUNT","SUV_COUNT","TCD_FUNC_CD","TCD_TYPE","TFC_DETOUR_IND","TIME_OF_DAY","TOTAL_UNITS","TOT_INJ_COUNT","UNBELTED_OCC_COUNT","UNB_DEATH_COUNT","UNB_SUSP_SERIOUS_INJ_COUNT","UNK_INJ_DEG_COUNT","UNK_INJ_PER_COUNT","URBAN_RURAL","VAN_COUNT","VEHICLE_COUNT","VULNERABLE_ROAD_USER_COUNT","VULNERABLE_ROAD_USER_DEATH_COUNT","VULNERABLE_ROAD_USER_SER_INJ_COUNT","WEATHER1","WEATHER2","WORKERS_PRES","WORK_ZONE_IND","WORK_ZONE_LOC","WORK_ZONE_TYPE","WZ_CLOSE_DETOUR","WZ_FLAGGER","WZ_LAW_OFFCR_IND","WZ_LN_CLOSURE","WZ_MOVING","WZ_OTHER","WZ_SHLDER_MDN","WZ_WORKERS_INJ_KILLED"
"2021015830","1914","3","0","0","0","0","0","0","0","0","5","0","","67","2","2021","6","40.043381","-75.177819","1914","6","0","0","0","0","0","0","0","0","","0","0","0","19","3","0","N","0","2","40 02:36.170","5","0","75 10:40.150","0","0","0","0","67301","0","0","0","N","0","0","0","2","67301","0","","6.0","200.0","2","N","N","N","0","","0","0","0","0","0","Y","1914","3","0","0","0","0","0","0","2","0","3","0","0","0","3","98","","N","","","","","","","","","",""
"2021030542","0125","1","0","0","0","0","0","0","0","0","5","0","","67","4","2021","6","40.00751","-75.201115","0123","6","0","0","0","0","0","0","1","0","","0","0","0","1","3","4","N","0","1","40 00:27.037","3","0","75 12:04.014","3","0","0","0","67301","0","0","0","N","0","0","0","4","68K01","0","","1.0","140.0","1","N","N","N","0","","4","0","1","0","0","N","117","2","4","0","0","0","0","0","2","0","2","0","0","0","3","","","N","","","","","","","","","",""
"2021017931","2330","1","0","0","0","0","0","0","0","0","4","0","","67","2","2021","5","40.008649","-75.098428","2338","6","0","0","0","0","0","0","0","0","","0","0","0","22","3","0","","1","0","40 00:31.138","","0","75 05:54.339","9","0","0","0","67301","0","0","0","N","0","0","0","2","67301","0","","1.0","","7","N","N","N","0","","0","0","1","3","2","","2230","3","0","0","0","0","0","1","2","1","3","0","0","0","10","09","","N","","","","","","","","","",""
"2021015427","2014","2","0","0","0","0","0","0","0","0","6","0","","67","2","2021","7","39.965125","-75.217475","2013","6","0","0","0","0","0","1","0","0","","0","0","0","20","3","0","N","0","0","39 57:54.450","","0","75 13:02.910","0","0","0","0","67301","0","0","0","N","0","0","0","1","67301","0","","6.0","","2","N","N","N","0","","0","0","4","0","0","","2013","7","0","0","0","0","0","0","2","1","7","0","0","0","6","06","","N","","","","","","","","","",""
"2021017189","0850","0","0","0","0","0","0","0","0","0","6","0","","67","2","2021","6","40.067825","-75.194661","0836","6","0","0","0","0","0","1","0","0","","0","0","0","7","1","0","N","0","0","40 04:04.170","","0","75 11:40.780","0","0","0","0","67301","0","0","0","N","0","0","0","2","67301","0","","1.0","","2","N","N","N","0","","0","0","2","0","0","","728","2","0","0","0","0","0","0","2","0","2","0","0","0","9","04","","N","","","","","","","","","",""
"2021016352","2240","1","0","0","0","0","0","0","0","0","4","0","","67","2","2021","1","39.94672","-75.162624","2240","6","0","0","0","0","0","0","0","0","","0","0","0","22","3","0","","1","0","39 56:48.192","","0","75 09:45.448","0","0","0","0","67301","0","0","0","N","0","0","0","2","67301","0","","1.0","","1","N","N","N","0","","0","0","1","3","2","","2225","2","0","0","0","0","0","0","2","0","2","0","0","0","3","03","","N","","","","","","","","","",""
"2021016579","0622","1","0","0","0","0","0","0","0","0","7","0","","67","2","2021","7","40.031761","-75.021198","0615","6","0","0","0","0","0","0","0","0","","0","0","0","6","3","0","N","0","1","40 01:54.339","1","3","75 01:16.311","0","0","0","0","67301","0","0","0","N","0","0","0","1","68K01","0","","4.0","645.0","1","N","N","N","0","","0","0","0","0","0","N","613","1","0","0","0","0","0","0","2","0","1","0","0","0","3","03","","N","","","","","","","","","",""
"2021031883","2137","1","0","0","0","0","0","0","0","0","1","0","","67","4","2021","2","39.958764","-75.16889","2132","6","0","0","0","1","0","0","0","0","","0","0","0","21","3","0","N","0","1","39 57:31.549","4","0","75 10:08.005","0","0","0","0","67301","0","0","0","N","0","0","0","2","68K01","0","","1.0","1245.0","1","N","N","N","0","","0","0","1","0","0","N","2125","2","0","0","0","0","0","0","2","0","2","0","0","0","3","","","N","","","","","","","","","",""
"2021031893","1518","1","0","0","0","0","0","0","0","0","1","0","","67","4","2021","3","39.919815","-75.148181","1512","6","0","0","0","0","0","0","0","0","","0","0","0","15","1","1","N","0","1","39 55:11.335","2","0","75 08:53.452","8","0","0","0","67301","0","0","0","N","0","0","0","1","68K01","0","","2.0","1600.0","1","N","N","N","0","","0","0","1","0","0","N","1510","2","1","0","0","0","1","0","2","0","2","0","0","0","3","","","N","","","","","","","","","",""
"2021042072","2316","1","0","0","0","0","0","0","0","0","8","0","","67","5","2021","1","40.126614","-75.014399","2311","6","0","0","0","0","0","0","0","0","","1","0","0","22","3","0","N","0","0","40 07:35.812","","0","75 00:51.835","1","0","0","0","67301","1","1","0","N","1","1","0","2","67301","0","2","1.0","","1","N","N","N","0","0","0","0","0","0","0","","2255","2","0","0","0","0","0","0","2","0","1","1","1","0","3","03","","N","","","","","","","","","",""
"2021042479","1214","1","0","0","0","0","0","0","0","0","1","1","","67","5","2021","7","39.918286","-75.209044","1214","6","0","0","0","0","0","0","0","0","","0","1","0","20","3","1","","2","0","39 55:05.829","","0","75 12:32.558","3","0","0","0","67301","0","0","0","N","0","0","0","2","67301","0","","1.0","","1","N","N","N","0","","1","0","0","3","2","","2052","2","1","0","0","0","0","1","2","0","2","0","0","0","3","04","","N","","","","","","","","","",""
"2021017414","0815","2","0","0","0","0","0","0","0","0","1","0","","67","2","2021","6","39.893096","-75.222184","0807","6","0","0","0","0","0","0","0","0","","0","0","0","8","1","1","","7","0","39 53:35.147","","8","75 13:19.864","3","0","0","0","67301","0","0","0","N","0","0","0","2","67301","0","","2.0","","2","N","N","Y","0","","1","0","0","0","0","","805","2","1","0","0","0","0","1","2","0","2","0","0","0","6","09","","N","","","","","","","","","",""
"2021032206","2159","1","0","0","0","0","0","0","0","0","4","0","","67","4","2021","3","39.910267","-75.149138","2159","6","0","0","0","0","0","1","0","0","","0","0","0","21","3","1","N","0","2","39 54:36.960","2","0","75 08:56.898","8","0","0","0","67301","0","0","0","N","0","0","0","2","68K01","0","","1.0","2249.0","1","N","N","N","0","","0","0","0","0","0","N","2152","2","1","0","0","0","1","1","2","0","2","0","0","0","3","","","N","","","","","","","","","",""
"2021043335","1540","0","0","0","0","0","0","0","0","0","4","1","","67","5","2021","3","39.980464","-75.228151","1525","6","0","0","0","0","0","0","0","0","","0","1","0","14","1","1","","1","0","39 58:49.670","","0","75 13:41.343","3","0","0","0","67301","0","0","0","N","0","0","0","3","67301","0","","1.0","","1","N","N","N","0","","1","0","1","3","2","","1452","2","1","1","0","0","0","0","2","0","2","0","0","0","3","03","","N","","","","","","","","","",""
"2021031958","0135","1","0","0","0","0","0","0","0","0","4","0","","67","3","2021","1","40.056566","-75.04655","0128","6","0","0","0","0","0","0","0","0","","0","0","0","0","3","1","","5","1","40 03:23.636","6","0","75 02:47.581","3","0","0","0","67301","0","0","0","N","0","0","0","2","67301","0","","1.0","145.0","1","N","N","N","1","","1","0","0","3","2","N","50","2","1","0","0","0","0","0","2","0","2","0","0","0","3","","","N","","","","","","","","","",""
"2021031895","1725","0","0","0","0","0","0","0","0","0","1","0","","67","4","2021","3","39.962591","-75.183385","1717","6","0","0","0","0","0","1","0","0","","0","1","0","17","1","0","N","0","2","39 57:45.327","3","0","75 11:00.186","0","0","0","0","67301","0","0","0","N","0","0","0","2","68K01","0","","1.0","30.0","1","N","N","N","1","","0","0","0","0","0","N","1715","2","0","0","0","0","0","0","2","0","2","0","0","0","3","03","","N","","","","","","","","","",""
"2021018513","2048","3","0","0","0","0","0","0","0","0","5","0","","67","2","2021","1","40.0355","-75.049967","2046","6","0","1","0","0","0","0","0","0","","0","0","0","20","3","0","N","0","0","40 02:07.800","","0","75 02:59.880","9","0","0","0","67301","0","0","0","N","0","0","0","1","67301","0","","6.0","","1","N","N","N","0","","0","0","1","0","0","","2041","4","0","0","0","0","0","1","2","0","4","0","0","0","3","03","","N","","","","","","","","","",""
"2021020531","1935","3","0","0","0","0","0","0","0","0","7","0","","67","2","2021","3","39.970361","-75.12475","1927","6","0","0","0","0","0","0","0","0","","0","0","0","19","3","5","","7","2","39 58:13.300","1","2","75 07:29.100","8","0","0","0","67301","0","0","0","N","0","0","0","5","68K01","0","","7.0","2030.0","1","N","N","N","0","","0","0","0","0","0","Y","1927","3","5","1","0","0","5","0","2","0","3","0","0","0","3","","","N","","","","","","","","","",""
"2021032195","1713","1","0","0","0","0","0","0","0","0","98","0","","67","4","2021","7","39.892779","-75.226715","1641","6","0","0","0","0","0","0","0","0","","0","0","0","16","1","0","N","0","0","39 53:34.004","","0","75 13:36.175","0","0","0","0","67301","0","0","0","N","0","0","0","3","68K01","0","","1.0","","1","N","N","N","0","","0","0","0","0","0","","1639","1","0","0","0","0","0","0","2","0","1","0","0","0","3","","","N","","","","","","","","","",""
"2021031865","2338","2","0","0","0","0","0","0","0","0","1","0","","67","4","2021","6","39.957325","-75.157739","2326","6","0","0","0","0","0","0","0","0","","0","0","0","23","3","0","N","0","1","39 57:26.369","4","0","75 09:27.859","9","0","0","0","67301","0","0","0","N","0","0","0","2","68K01","0","","1.0","5.0","1","N","N","N","0","","0","0","0","0","0","N","2323","2","0","0","0","0","0","1","2","0","2","0","0","0","3","","","N","","","","","","","","","",""
"2021018391","2030","0","0","0","0","0","0","0","0","0","8","0","","67","2","2021","5","39.979023","-75.225571","2030","6","0","0","0","0","0","0","0","0","","0","0","0","20","3","1","N","0","0","39 58:44.483","","0","75 13:32.055","2","0","0","0","67301","1","0","1","N","1","0","1","2","67301","0","","1.0","","6","N","N","N","0","","0","1","1","0","0","","2028","2","1","0","0","0","0","1","2","0","1","1","0","1","10","09","","N","","","","","","","","","",""
"2021030123","1745","1","0","0","0","0","0","0","0","0","4","1","","67","3","2021","2","39.917485","-75.212749","1741","6","0","0","0","0","0","0","0","0","","0","1","0","17","1","0","N","0","0","39 55:02.946","","0","75 12:45.897","0","0","0","0","67301","0","0","0","N","0","0","0","4","67301","0","","1.0","","1","N","N","N","0","","0","0","2","0","0","","1704","4","0","3","0","0","0","0","2","0","4","0","0","0","3","03","","N","","","","","","","","","",""
"2021030612","1746","2","0","0","0","0","0","0","0","0","2","0","","67","3","2021","7","39.906359","-75.149895","1737","6","0","0","0","0","1","0","0","0","","0","0","0","17","1","2","N","0","1","39 54:22.893","2","0","75 08:59.622","3","0","0","0","67301","0","0","0","N","0","0","0","2","68K01","0","","1.0","1750.0","1","N","N","N","0","","2","0","0","0","0","N","1735","2","2","1","0","0","0","0","2","0","2","0","0","0","3","03","","N","","","","","","","","","",""
"2021015116","0337","1","0","0","0","0","0","0","0","0","0","0","","67","2","2021","6","39.948949","-75.141949","0329","6","0","0","0","0","1","0","0","0","","0","0","0","3","3","0","N","0","1","39 56:56.216","2","0","75 08:31.016","0","0","0","0","67301","0","0","0","N","0","0","0","1","68K01","0","","1.0","348.0","1","N","N","N","0","","0","0","0","0","0","N","328","1","0","0","0","0","0","0","2","0","1","0","0","0","3","03","","N","","","","","","","","","",""
"2021015154","1910","1","0","0","0","0","0","0","0","0","7","0","","67","2","2021","7","40.011127","-75.164245","1902","6","0","0","0","0","0","0","0","0","","0","0","0","19","3","1","","1","0","40 00:40.056","","0","75 09:51.282","3","0","0","0","67301","0","0","0","N","0","0","0","1","67301","0","","4.0","","2","N","N","N","0","","1","0","0","3","2","","1902","1","1","0","0","0","0","0","2","0","1","0","0","0","6","06","","N","","","","","","","","","",""
"2021015431","0917","1","0","0","0","0","0","0","0","0","5","0","","67","2","2021","1","40.031444","-75.113889","0903","6","0","0","0","0","0","0","0","0","","0","0","0","9","1","0","N","0","0","40 01:53.200","","0","75 06:50.000","9","0","0","0","67301","0","0","0","N","0","0","0","1","67301","0","","6.0","","2","N","N","N","1","","0","0","4","0","0","","900","6","0","0","0","0","0","1","2","0","6","0","0","0","4","06","","N","","","","","","","","","",""
"2021015332","1355","2","0","0","0","0","0","0","0","0","4","0","","67","2","2021","6","39.969808","-75.161539","1352","6","0","0","0","0","0","0","0","0","","0","0","0","13","1","1","","1","0","39 58:11.308","","0","75 09:41.540","4","0","0","0","67301","0","0","0","N","0","0","0","2","67301","1","","1.0","","6","N","N","N","0","","0","0","2","3","3","","1350","4","1","1","0","0","0","0","2","0","4","0","0","0","3","03","","N","","","","","","","","","",""
"2021032499","0004","1","0","0","0","0","0","0","0","0","98","0","","67","4","2021","4","40.014619","-75.055309","2351","6","0","0","0","0","0","0","0","0","","0","0","0","23","3","0","N","0","2","40 00:52.630","2","0","75 03:19.112","0","0","0","0","67301","0","0","0","N","0","0","0","1","68K01","0","","1.0","1245.0","1","N","N","Y","0","","0","0","0","0","0","N","2351","1","0","0","0","0","0","0","2","0","1","0","0","0","3","","","N","","","","","","","","","",""
"2021018805","1635","0","0","0","0","0","0","0","0","0","8","0","","67","2","2021","4","40.012858","-75.07185","1635","6","0","0","0","0","0","1","0","0","","0","0","0","16","1","1","","1","0","40 00:46.290","","0","75 04:18.661","3","0","0","0","67301","1","0","0","N","1","0","0","2","67301","0","","1.0","","1","N","N","N","0","","1","0","1","0","0","","1630","2","1","1","0","0","0","0","2","0","1","1","0","0","3","03","","N","","","","","","","","","",""
"2021030786","2311","2","0","0","0","0","0","0","0","0","4","0","","67","4","2021","7","40.027142","-75.131367","2311","6","0","0","0","0","0","0","0","0","","0","0","0","23","3","1","N","0","0","40 01:37.710","","0","75 07:52.920","3","0","0","0","67301","0","0","0","N","0","0","0","1","67301","0","","1.0","","1","N","N","N","0","","1","0","0","0","0","","2311","2","1","0","0","0","0","0","2","0","2","0","0","0","3","03","","N","","","","","","","","","",""
"2021015534","2032","1","0","0","0","0","0","0","0","0","5","0","","67","2","2021","7","40.071027","-75.038526","2026","6","0","0","0","0","0","0","0","0","","0","0","0","20","3","1","N","0","2","40 04:15.697","2","0","75 02:18.692","8","0","0","0","67301","0","0","0","N","0","0","0","4","67301","0","","1.0","2115.0","1","N","N","N","0","","0","0","1","0","0","Y","2020","3","1","0","0","0","1","1","2","0","3","0","0","0","3","03","","N","","","","","","","","","",""
"2021042717","1831","1","0","0","0","0","0","0","0","0","1","0","","67","5","2021","2","39.957218","-75.156938","1818","6","0","0","0","0","0","0","0","0","","0","0","0","18","1","0","N","0","1","39 57:25.986","4","0","75 09:24.975","0","0","0","0","67301","0","0","0","N","0","0","0","4","68K01","0","","1.0","1900.0","1","N","N","N","1","","0","0","1","0","0","N","1808","3","0","0","0","0","0","0","2","0","3","0","0","0","3","03","","N","","","","","","","","","",""
"2021042075","0341","0","0","0","0","0","0","0","0","0","8","0","","67","4","2021","4","39.927198","-75.229395","0331","6","0","0","0","0","0","0","0","0","","1","0","0","3","3","0","N","2","0","39 55:37.912","","0","75 13:45.822","1","0","0","0","67301","1","1","0","N","1","1","0","2","67301","0","2","9.0","","1","N","N","N","0","0","0","0","0","3","3","","314","2","0","0","0","0","0","1","2","0","1","1","1","0","3","","","N","","","","","","","","","",""
"2021016257","1108","4","0","0","0","0","0","0","0","0","6","0","","67","2","2021","1","39.944019","-75.245298","1105","6","0","0","0","0","0","0","1","0","","0","0","0","11","1","1","N","0","1","39 56:38.469","6","0","75 14:43.072","3","0","0","0","67301","0","0","0","N","0","0","0","2","67301","0","","1.0","1130.0","2","N","N","N","0","","1","0","1","0","0","Y","1100","6","1","0","0","0","0","0","2","1","6","0","0","0","3","03","","N","","","","","","","","","",""
"2021031962","0012","3","0","0","0","0","0","0","0","0","1","0","","67","4","2021","4","40.032724","-75.072201","0009","6","0","0","0","0","0","0","0","0","","0","0","0","23","3","0","N","1","0","40 01:57.808","","0","75 04:19.924","0","0","0","0","67301","0","0","0","N","0","0","0","1","67301","0","","1.0","","1","N","N","N","0","","0","0","0","0","0","","2345","3","0","0","0","0","0","0","2","0","3","0","0","0","3","03","","N","","","","","","","","","",""
"2021017417","1030","1","0","0","0","0","0","0","0","0","4","0","","67","2","2021","3","40.00548","-75.146585","1030","6","0","0","0","0","0","0","0","0","","0","0","0","10","1","0","","1","1","40 00:19.727","1","0","75 08:47.706","0","0","0","0","67301","0","0","0","N","0","0","0","2","67301","0","","1.0","1030.0","1","N","N","N","0","","0","0","1","3","3","N","1030","3","0","1","0","0","0","0","2","1","3","0","0","0","3","","","N","","","","","","","","","",""
"2021017105","0725","0","0","0","0","0","0","0","0","0","1","0","","67","2","2021","5","40.029962","-75.102537","0725","6","0","0","0","0","0","0","0","0","","0","0","0","6","1","0","Y","0","2","40 01:47.863","2","0","75 06:09.134","0","0","0","0","67301","0","0","0","N","0","0","0","2","67301","0","","1.0","1008.0","7","N","N","N","0","","0","0","2","3","2","N","625","2","0","0","0","0","0","0","2","0","2","0","0","0","10","10","","N","","","","","","","","","",""
"2021043427","0805","2","0","0","0","0","0","0","0","0","1","0","","67","5","2021","3","39.95873","-75.168626","0744","6","0","0","0","0","0","1","0","0","","0","0","0","7","1","1","N","0","1","39 57:31.429","4","0","75 10:07.052","4","0","0","0","67301","0","0","0","N","0","0","0","3","68K01","1","","1.0","820.0","1","N","N","N","0","","0","0","1","0","0","Y","744","3","1","0","0","0","0","0","2","0","3","0","0","0","3","","","N","","","","","","","","","",""
"2021032126","2135","1","0","0","0","0","0","0","0","0","4","0","","67","4","2021","4","39.989986","-75.148346","2127","6","0","0","0","0","0","0","0","0","","0","0","0","21","3","1","","1","2","39 59:23.949","2","0","75 08:54.045","3","0","0","0","67301","0","0","0","N","0","0","0","3","67301","0","","1.0","2150.0","1","N","N","N","0","","1","0","1","3","2","Y","2127","2","1","0","0","0","0","0","2","0","2","0","0","0","3","03","","N","","","","","","","","","",""
"2021032498","0017","1","0","0","0","0","0","0","0","0","98","0","","67","4","2021","4","40.014633","-75.055284","0017","6","0","0","0","0","0","0","0","0","","0","0","0","23","3","0","N","0","2","40 00:52.677","2","0","75 03:19.021","0","0","0","0","67301","0","0","0","N","0","0","0","1","68K01","0","","1.0","1250.0","1","N","N","Y","0","","0","0","0","0","0","N","2337","1","0","0","0","0","0","0","2","0","1","0","0","0","3","","","N","","","","","","","","","",""
"2021031033","0333","1","0","0","0","0","0","0","0","0","98","0","","67","3","2021","1","40.056472","-75.140006","0328","6","0","0","0","0","0","0","0","0","","1","0","0","3","3","0","N","0","0","40 03:23.299","","0","75 08:24.020","1","1","0","1","67301","0","0","0","N","0","0","0","1","67301","0","2","1.0","","1","N","N","N","0","0","0","0","0","0","0","","320","2","0","0","0","0","0","0","2","0","2","0","0","0","3","03","","N","","","","","","","","","",""
"2021016883","2240","2","0","0","0","0","0","0","0","0","5","0","","67","2","2021","4","40.009895","-75.166925","2239","6","0","0","0","0","0","0","0","0","","0","0","0","22","3","1","","1","1","40 00:35.623","1","0","75 10:00.930","3","0","0","0","67301","0","0","0","N","0","0","0","2","67301","0","","1.0","2359.0","1","N","N","N","0","","1","0","0","3","2","Y","2239","2","1","0","0","0","0","0","2","0","2","0","0","0","3","03","","N","","","","","","","","","",""
"2021019017","0706","0","0","0","0","0","0","0","0","0","7","0","","67","2","2021","7","39.919038","-75.148063","0659","6","0","0","0","0","0","0","0","0","","0","0","0","6","1","0","N","0","1","39 55:08.537","2","3","75 08:53.026","0","0","0","0","67301","0","0","0","N","0","0","0","2","68K01","0","","3.0","733.0","1","N","N","N","0","","0","0","1","0","0","N","657","1","0","0","0","0","0","0","2","0","1","0","0","0","4","","","N","","","","","","","","","",""
"2021032026","1529","2","0","0","0","0","0","0","0","0","4","0","","67","4","2021","4","39.965838","-75.138265","1522","6","0","0","0","0","0","0","0","0","","0","0","0","14","1","2","N","2","1","39 57:57.017","2","0","75 08:17.754","3","0","0","0","67301","0","0","0","N","0","0","0","4","67301","0","","1.0","1650.0","1","N","N","N","0","","1","0","0","3","3","N","1425","2","2","1","0","0","1","1","2","0","2","0","0","0","3","","","N","","","","","","","","","",""
"2021030721","1945","1","0","0","0","0","0","0","0","0","4","0","","67","4","2021","7","39.982508","-75.187541","1942","6","0","0","0","0","0","0","0","0","","0","0","0","19","3","2","","1","0","39 58:57.028","","0","75 11:15.147","3","0","0","0","67301","0","0","0","N","0","0","0","3","67301","0","","1.0","","1","N","N","N","1","","2","0","0","3","3","","1928","2","2","0","0","0","0","0","2","0","2","0","0","0","3","03","","N","","","","","","","","","",""
"2021031098","2228","2","0","0","0","0","0","0","0","0","1","0","","67","3","2021","6","39.976","-75.195364","2221","6","0","0","0","0","0","0","0","0","","0","0","0","21","3","0","N","0","0","39 58:33.599","","0","75 11:43.312","0","0","0","0","67301","0","0","0","N","0","0","0","2","68K01","0","","1.0","","1","N","N","N","0","","0","0","0","0","0","","2156","2","0","0","0","0","0","0","2","0","2","0","0","0","3","","","N","","","","","","","","","",""
"2021031867","0040","0","0","0","0","0","0","0","0","0","5","0","","67","4","2021","7","39.892858","-75.197014","0024","6","0","0","0","0","0","0","0","0","","0","0","0","0","3","0","N","0","1","39 53:34.289","2","3","75 11:49.250","9","0","0","0","67301","0","0","0","N","0","0","0","2","68K01","0","","1.0","114.0","1","N","N","N","1","","0","0","1","0","0","N","23","2","0","0","0","0","0","1","2","0","2","0","0","0","3","","","N","","","","","","","","","",""
"2021030790","0110","2","0","0","0","0","0","0","0","0","4","0","","67","4","2021","7","40.009702","-75.151023","0109","6","0","0","0","0","0","0","0","0","","0","0","0","0","3","1","N","0","0","40 00:34.926","","0","75 09:03.684","4","0","0","0","67301","0","0","0","N","0","0","0","2","67301","1","","1.0","","1","N","N","N","0","","0","0","0","0","0","","59","3","1","0","0","0","0","0","2","0","3","0","0","0","3","03","","N","","","","","","","","","",""
"2021031275","0008","1","0","0","0","0","0","0","0","0","4","0","","67","4","2021","2","40.046929","-75.138481","0006","6","0","0","0","0","0","0","0","0","","0","1","0","21","3","0","N","0","0","40 02:48.945","","0","75 08:18.533","0","0","0","0","67301","0","0","0","N","0","0","0","1","67301","0","","1.0","","1","N","N","N","0","","0","0","0","0","0","","2140","2","0","0","0","0","0","0","2","0","2","0","0","0","3","","","N","","","","","","","","","",""
"2021017002","2017","1","0","0","0","0","0","0","0","0","4","0","","67","2","2021","6","40.020563","-75.20997","2003","6","0","1","0","0","0","0","0","0","","0","0","0","20","3","1","","3","0","40 01:14.026","","0","75 12:35.892","3","0","0","0","67301","0","0","0","N","0","0","0","6","67301","0","","1.0","","1","N","N","N","0","","1","0","0","0","0","","2000","2","1","0","0","0","0","0","2","0","2","0","0","0","3","03","","N","","","","","","","","","",""
"2021015835","0841","3","0","0","0","0","0","0","0","0","4","0","","67","2","2021","1","39.989223","-75.226579","0836","6","0","0","0","0","0","0","0","0","","0","0","0","6","5","0","","2","0","39 59:21.202","","0","75 13:35.684","0","0","0","0","67301","0","0","0","N","0","0","0","1","67301","0","","1.0","","2","N","N","N","0","","0","0","0","3","2","","644","3","0","0","0","0","0","0","2","0","3","0","0","0","6","06","","N","","","","","","","","","",""
"2021031017","1225","2","0","0","0","0","0","0","0","0","4","1","","67","4","2021","6","39.938796","-75.157189","1206","6","0","0","0","0","0","0","0","1","","0","1","0","11","1","0","","2","0","39 56:19.666","","0","75 09:25.882","0","0","0","0","67301","0","0","0","N","0","0","0","5","67301","0","","1.0","","1","N","N","N","0","","0","0","1","3","3","","1153","4","0","3","0","0","0","0","2","0","4","0","0","0","3","","","N","","","","","","","","","",""
"2021030545","1524","3","0","0","0","0","0","0","0","0","5","1","","67","4","2021","6","39.949682","-75.141798","1515","6","0","0","1","0","0","2","0","0","","0","1","0","15","1","1","N","0","1","39 56:58.854","2","0","75 08:30.472","8","0","0","0","67301","0","0","0","Y","0","0","0","6","68K01","0","","1.0","1915.0","1","N","N","N","0","","0","0","0","0","0","N","1511","5","1","0","0","0","1","1","2","1","5","0","0","0","3","03","","N","","","","","","","","","",""
"2021030652","2353","1","0","0","0","0","0","0","0","0","1","0","","67","4","2021","6","40.010181","-75.185519","2353","6","0","0","0","0","0","0","0","0","","0","0","0","23","3","1","N","0","0","40 00:36.652","","0","75 11:07.868","3","0","0","0","67301","0","0","0","N","0","0","0","3","67301","0","","1.0","","1","N","N","N","1","","1","0","0","0","0","","2353","2","1","2","0","0","0","0","2","0","2","0","0","0","3","03","","N","","","","","","","","","",""
"2021043176","0425","1","0","0","0","0","0","0","0","0","1","1","","67","5","2021","4","40.034177","-75.114669","0410","6","0","0","0","0","0","0","0","0","","0","1","0","3","3","2","N","0","1","40 02:03.037","4","0","75 06:52.809","3","0","0","0","67301","0","0","0","N","0","0","0","2","67301","0","","1.0","555.0","1","N","N","N","0","","2","0","0","0","0","N","323","2","2","0","0","0","0","0","2","0","2","0","0","0","3","03","","N","","","","","","","","","",""
"2021016288","2210","0","0","0","0","0","0","0","0","0","8","0","","67","2","2021","2","40.118881","-75.017968","2207","6","0","0","0","0","1","0","0","0","","0","0","0","22","3","1","","1","0","40 07:07.973","","0","75 01:04.686","8","0","0","0","67301","1","0","0","N","1","0","0","2","67301","0","","1.0","","9","N","N","N","0","","0","0","1","3","2","","2204","2","1","0","0","0","1","0","2","0","1","1","0","0","7","","","N","","","","","","","","","",""
"2021022942","1545","1","0","0","0","0","0","0","0","0","7","0","","67","2","2021","5","39.948298","-75.142082","1540","6","0","0","0","0","0","0","0","0","","0","0","0","15","1","0","N","0","0","39 56:53.873","","0","75 08:31.496","0","0","0","0","67301","0","0","0","N","0","0","0","1","68K01","0","","4.0","","9","N","N","N","0","","0","0","0","0","0","","1539","1","0","0","0","0","0","0","2","0","1","0","0","0","7","","","N","","","","","","","","","",""
